"test.units","logitpredprobs","gbmpredprobs","race","sex","age","juv_fel_count","juv_misd_count","priors_count","charge_id","charge_degree..misd.fel.","compas_decile_score","two_year_recid","compas_guess","compas_correct","mturkpredprobs","compaspredprobs.linear"
5985,0.0976569414876248,0.125737511839093,1,0,65,0,0,0,134,0,1,0,0,1,0,0.05
5993,0.170757349233662,0.229205547292711,1,0,51,0,0,1,45,0,2,0,0,1,0.25,0.15
5997,0.479464185701387,0.373362689468654,1,0,24,0,0,1,15,1,6,0,1,0,0.6,0.55
6000,0.421794938289872,0.270100171455678,2,1,23,0,0,0,292,1,5,1,1,1,0.15,0.45
6022,0.271646830270341,0.294814047965383,1,0,58,0,0,5,190,1,3,1,0,0,0.9,0.25
6043,0.224387397948756,0.276245888180926,1,0,50,0,0,3,169,1,3,0,0,1,0.4,0.25
6056,0.866248251020772,0.864691120918446,1,0,31,0,0,17,319,1,8,1,1,1,1,0.75
6064,0.240966847373152,0.212880867685826,1,1,31,0,0,0,45,0,2,0,0,1,0.2,0.15
6094,0.627889374479516,0.594889894550401,1,0,30,0,0,7,100,1,10,1,1,1,0.95,0.95
6096,0.540359475447332,0.766607472813915,2,0,20,0,0,1,21,0,9,1,1,1,0.5,0.85
6129,0.483541454582526,0.463411836155283,2,0,28,0,0,1,56,1,1,0,0,1,0.2,0.05
6164,0.307055853736235,0.289120176794202,2,1,37,0,0,1,66,1,1,0,0,1,0.2,0.05
6170,0.61224768959463,0.642389500774556,2,0,29,0,1,8,45,0,9,1,1,1,1,0.85
6171,0.215030449852784,0.243607767329037,2,1,45,0,0,1,129,1,1,0,0,1,0.1,0.05
6189,0.157924234314008,0.266253864980716,1,1,46,0,0,1,167,1,2,0,0,1,0.4,0.15
6205,0.621071353310244,0.380967450284301,2,0,53,0,0,15,172,1,1,1,0,0,0.95,0.05
6207,0.304737297531381,0.153979397950602,2,0,38,0,0,0,145,0,8,1,1,1,0.15,0.75
6229,0.424821940758085,0.362754157563483,1,0,38,0,0,5,176,0,5,1,1,1,0.75,0.45
6240,0.258576244091734,0.342584927231621,2,0,50,0,0,0,306,1,1,0,0,1,0.15,0.05
6249,0.376076081920105,0.437296365817617,1,0,38,0,0,2,85,1,3,1,0,0,0.6,0.25
6251,0.50493135178859,0.4732786421307,2,0,33,0,0,5,172,1,4,0,0,1,0.8,0.35
6264,0.261389848286527,0.234182904422669,2,1,29,0,0,0,6,1,10,0,1,0,0.1,0.95
6267,0.113316953850272,0.176381572659347,1,1,51,0,0,0,45,0,1,1,0,0,0.1,0.05
6278,0.322315956566599,0.24156677256012,2,1,30,0,0,0,193,1,2,0,0,1,0.15,0.15
6314,0.512599462931264,0.65941679103064,1,0,20,0,0,0,187,1,6,1,1,1,0.3,0.55
6315,0.697115181015269,0.767296897607054,2,0,30,0,0,9,129,1,3,1,0,0,0.75,0.25
6319,0.545581829711028,0.71501493231501,2,0,23,0,0,2,423,0,9,1,1,1,0.9,0.85
6320,0.889464119142206,0.831658349132744,2,0,39,0,0,21,129,1,10,1,1,1,1,0.95
6339,0.553606207623611,0.620454739574372,2,0,49,0,0,11,426,0,5,1,1,1,0.85,0.45
6360,0.365184952156276,0.323008532782282,1,0,39,0,0,0,306,1,3,0,0,1,0.35,0.25
6377,0.513179030668178,0.659399146511262,1,0,27,0,0,2,278,1,7,1,1,1,0.7,0.65
6379,0.535385256471712,0.593708818290901,1,0,22,0,0,1,253,1,6,0,1,0,0.75,0.55
6386,0.484411875724297,0.581933499694652,3,0,28,0,0,2,204,1,3,1,0,0,0.8,0.25
6389,0.597244374762741,0.761020130825957,1,1,29,0,0,6,306,1,7,1,1,1,0.95,0.65
6391,0.52942776852717,0.671356175482599,2,0,24,0,0,2,402,0,8,1,1,1,0.6,0.75
6420,0.749112862384097,0.670332237556858,2,0,24,0,1,9,239,0,9,1,1,1,0.75,0.85
6424,0.26619438178766,0.19129826128796,3,0,45,0,0,1,283,0,1,0,0,1,0.3,0.05
6432,0.290707648700368,0.403817514427708,1,1,42,0,0,3,163,1,5,0,1,0,0.7,0.45
6443,0.591670498346596,0.691713732291785,1,0,28,0,0,5,129,1,5,0,1,0,1,0.45
6449,0.559904934387655,0.75011408788879,2,0,51,0,0,11,243,0,5,1,1,1,0.9,0.45
6481,0.313583047689822,0.239240708416244,2,1,23,0,0,0,45,0,4,0,0,1,0.1,0.35
6503,0.346963203249731,0.210824571025176,3,0,37,0,0,1,246,1,2,1,0,0,0.15,0.15
6525,0.235484830129511,0.349160025324282,1,0,51,0,0,1,297,1,1,1,0,0,0.2,0.05
6537,0.580616166788541,0.733855637330906,1,0,26,0,0,4,377,1,4,1,0,0,0.75,0.35
6546,0.490826125978756,0.643442349602954,3,0,28,0,0,2,190,1,8,0,1,0,0.75,0.75
6570,0.3452379749258,0.495941976537926,1,0,47,0,0,2,306,1,4,0,0,1,0.6,0.35
6574,0.354153480221971,0.36403328569057,2,1,31,0,0,2,15,1,2,1,0,0,0.6,0.15
6586,0.332278242382004,0.558581008990946,1,1,53,0,0,6,306,1,5,1,1,1,0.85,0.45
6595,0.231367034975993,0.182587274914319,2,0,40,0,0,0,18,1,1,0,0,1,0,0.05
6606,0.260414167871259,0.181963548445448,2,0,43,0,0,0,246,1,5,0,1,0,0.25,0.45
6631,0.265630510323124,0.274304900361075,2,0,43,0,0,0,418,1,5,1,1,1,0,0.45
6658,0.302605035864159,0.250923171113241,2,0,39,0,0,0,274,1,4,1,0,0,0.15,0.35
6661,0.455269912267813,0.29115029407498,1,0,24,0,0,0,303,1,2,0,0,1,0.3,0.15
6668,0.398783670389537,0.217366560682553,2,0,29,0,0,0,122,0,2,1,0,0,0.05,0.15
6683,0.477349069178851,0.581265678044851,2,1,24,0,0,3,244,0,6,1,1,1,0.75,0.55
6687,0.638826896837997,0.628873040631281,1,0,39,0,0,10,190,1,8,1,1,1,0.95,0.75
6690,0.695429162962926,0.646810506189404,2,0,25,0,1,7,336,1,10,1,1,1,0.95,0.95
6744,0.486655756543161,0.631280964450262,2,0,25,0,1,3,45,0,10,1,1,1,0.85,0.95
6766,0.702544490772967,0.767526362456946,2,0,29,0,1,8,268,1,8,1,1,1,0.95,0.75
6769,0.281501381112253,0.305650954228478,1,1,40,0,0,0,306,1,2,0,0,1,0.1,0.15
6788,0.378745838737539,0.385305285186446,2,0,61,0,0,12,170,1,3,0,0,1,0.7,0.25
6791,0.213041505044551,0.168843568132294,2,0,57,0,0,3,15,1,1,0,0,1,0.65,0.05
6801,0.344799218395518,0.396007667667631,1,0,44,0,0,1,306,1,8,0,1,0,0.55,0.75
6805,0.51716509276359,0.52761864799669,2,0,22,0,0,0,59,1,3,1,0,0,0.35,0.25
6818,0.147790084736262,0.146490635088658,1,1,51,0,0,0,206,0,4,1,0,0,0.05,0.35
6862,0.551381400278744,0.565740487593096,2,0,31,0,0,5,97,1,4,0,0,1,1,0.35
6864,0.612773699107932,0.612977891546678,2,0,26,0,0,6,374,0,10,1,1,1,0.95,0.95
6875,0.479546068383597,0.398265532546941,1,0,22,0,0,0,108,1,8,0,1,0,0.55,0.75
6884,0.331777588871201,0.259678841619889,1,0,29,0,0,0,18,1,8,0,1,0,0.05,0.75
6908,0.923772229667218,0.895477600392708,2,0,30,0,0,21,129,1,7,1,1,1,0.85,0.65
6911,0.507865567672153,0.650734024010586,3,0,20,0,0,0,337,0,4,1,0,0,0.25,0.35
6916,0.513084534202002,0.477638528005016,2,0,23,0,0,1,190,1,6,0,1,0,0.4,0.55
6939,0.166345254459967,0.120495910015617,1,0,62,0,0,2,364,1,1,0,0,1,0.55,0.05
6963,0.255473415867738,0.478611562303721,1,1,49,0,0,2,306,1,2,0,0,1,0.85,0.15
6980,0.757312792242751,0.827585399696895,2,1,28,0,0,13,21,1,9,1,1,1,0.9,0.85
6996,0.333492782383149,0.365333098951118,2,1,21,0,0,0,45,0,5,1,1,1,0.05,0.45
7003,0.690965673857903,0.412548697237233,2,0,61,0,0,20,374,0,2,1,0,0,1,0.15
7010,0.335893052170322,0.38240955189832,2,0,54,0,0,4,306,1,3,1,0,0,0.8,0.25
7012,0.410624942232535,0.297028528773251,2,0,28,0,0,0,246,1,2,0,0,1,0.1,0.15
7023,0.512987413793696,0.496248473614292,1,0,25,0,0,2,246,1,5,0,1,0,0.5,0.45
7032,0.108588837277974,0.179352313781968,1,1,58,0,0,1,134,0,2,0,0,1,0.25,0.15
7037,0.67240307948139,0.73541656188005,2,0,26,0,1,6,268,1,10,1,1,1,0.9,0.95
7051,0.188970084510744,0.163223879617036,2,0,56,0,0,1,129,1,1,0,0,1,0.3,0.05
7079,0.549101755597196,0.535086546990927,1,0,25,0,0,3,280,1,7,0,1,0,0.9,0.65
7084,0.39502388519604,0.246805616729316,1,1,24,0,0,0,312,1,5,0,1,0,0.45,0.45
7099,0.41156503225218,0.336055072168453,2,0,34,0,0,2,303,1,2,0,0,1,0.5,0.15
7112,0.373695453140395,0.434656422057968,2,0,55,0,0,10,45,0,7,1,1,1,0.75,0.65
7123,0.348235911990549,0.333199158709157,2,0,27,0,0,0,45,0,2,1,0,0,0.1,0.15
7148,0.482857089405508,0.37688269582048,3,0,45,0,0,8,15,1,7,0,1,0,0.9,0.65
7153,0.41245428005564,0.583909413834806,2,0,21,0,0,0,45,0,4,0,0,1,0.3,0.35
7166,0.319089380327648,0.358484347853783,2,1,33,0,0,1,152,1,5,0,1,0,0.3,0.45
7170,0.554901754124136,0.5308113475665,1,0,22,0,0,0,306,1,5,0,1,0,0.55,0.45
7178,0.489608299799,0.585885646717413,2,0,43,0,0,7,85,1,6,1,1,1,0.9,0.55
7199,0.456329535522438,0.445744910521059,2,0,28,0,0,1,186,1,6,0,1,0,0.3,0.55
7206,0.494043276313396,0.406833093917437,3,0,37,0,0,6,172,1,2,1,0,0,0.95,0.15
7219,0.479947340654093,0.550264810715054,2,0,32,0,0,3,186,1,4,0,0,1,0.75,0.35
7224,0.417206992559703,0.474087755639104,2,0,24,0,0,1,169,1,3,1,0,0,0.55,0.25
7231,0.339286944207192,0.333419521850703,2,0,37,0,0,3,45,0,7,0,1,0,0.7,0.65
7234,0.35787739590105,0.2903256758552,3,0,37,0,0,1,190,1,5,0,1,0,0.2,0.45
7245,0.539003375650524,0.710812174901529,2,0,25,0,0,5,45,0,8,1,1,1,0.95,0.75
7247,0.479000358059399,0.548599813652431,2,1,24,0,0,2,57,1,5,1,1,1,0.7,0.45
7257,0.489758559478134,0.341402886092592,1,0,24,0,0,1,246,1,3,1,0,0,0.45,0.25
7258,0.704804264049242,0.799744140388812,2,0,26,0,0,8,85,1,7,1,1,1,1,0.65
7259,0.608861706848174,0.717861168231431,1,0,26,0,0,5,31,0,5,0,1,0,0.9,0.45
7269,0.0999149437536037,0.135966248170956,1,1,57,0,0,0,128,0,1,0,0,1,0.1,0.05
7298,0.248479955153471,0.337839156475862,2,1,42,0,0,1,298,1,2,0,0,1,0.3,0.15
7315,0.446837043269702,0.621618605891702,2,0,24,0,0,2,45,0,5,1,1,1,0.75,0.45
7320,0.6132867321831,0.713942617174036,1,0,22,0,2,3,303,1,8,1,1,1,0.8,0.75
7323,0.845434202623992,0.810607190205398,2,0,41,0,0,19,104,1,5,1,1,1,0.95,0.45
7324,0.32176947327619,0.253032463999279,1,0,30,0,0,0,169,1,1,0,0,1,0.15,0.05
7334,0.959267506058333,0.911427490431467,2,0,26,0,1,24,129,1,10,1,1,1,1,0.95
7340,0.312459794436133,0.250257110159828,1,1,31,0,0,0,186,1,4,1,0,0,0.4,0.35
7341,0.369162531391163,0.350926809901333,2,0,25,0,0,0,45,0,5,1,1,1,0,0.45
7348,0.244668130143789,0.184793084039602,2,0,38,0,0,0,45,0,2,0,0,1,0.05,0.15
7355,0.284874545674747,0.362920209737544,1,1,35,0,0,2,128,0,3,0,0,1,0.4,0.25
7381,0.208400788485231,0.259090243739604,2,1,43,0,0,0,190,1,6,0,1,0,0.15,0.55
7411,0.545105303740451,0.523323586291671,2,0,30,0,0,5,15,0,9,0,1,0,0.95,0.85
7412,0.34194005104963,0.347595874990349,1,0,28,0,0,0,169,1,2,1,0,0,0.25,0.15
7416,0.424470021909168,0.574832575348748,3,0,26,0,0,2,45,0,1,0,0,1,0.95,0.05
7427,0.695869363434455,0.809077353906305,2,0,27,0,0,8,93,0,8,0,1,0,0.85,0.75
7437,0.887275207616008,0.876885855642731,1,1,29,0,0,20,129,1,10,1,1,1,1,0.95
7445,0.420426079014167,0.374586054763373,3,0,31,0,0,1,21,1,8,1,1,1,0.6,0.75
7455,0.479546068383597,0.398265532546941,2,0,22,0,0,0,100,1,7,0,1,0,0.6,0.65
7457,0.640802098794896,0.732920239912679,2,0,26,0,0,5,61,1,7,1,1,1,0.8,0.65
7459,0.760242426464783,0.795540097528412,2,0,26,0,0,10,129,1,8,1,1,1,1,0.75
7468,0.331912190031833,0.303714808685301,1,0,42,0,0,2,110,1,7,1,1,1,0.65,0.65
7472,0.0457352785362208,0.216410969460248,1,0,80,0,0,0,45,0,1,0,0,1,0,0.05
7488,0.416734985893973,0.602507744594136,2,0,21,0,0,0,18,1,8,1,1,1,0.15,0.75
7508,0.197779885653658,0.199546807244873,3,0,44,0,0,0,45,0,1,0,0,1,0.05,0.05
7517,0.16765448065863,0.169718484318475,2,1,41,0,0,0,45,0,1,0,0,1,0.05,0.05
7526,0.473768596214811,0.411409206579533,1,0,23,0,0,0,337,0,3,1,0,0,0.05,0.25
7555,0.0660665851502536,0.101189927635195,1,1,64,0,0,0,45,0,1,0,0,1,0.05,0.05
7578,0.250446689916383,0.380295677476668,2,1,43,0,0,2,426,0,2,0,0,1,0.4,0.15
7581,0.420299589034378,0.283555515340036,2,0,27,0,0,0,74,0,1,1,0,0,0.25,0.05
7602,0.745104290562405,0.827384340920206,2,0,31,0,0,11,186,1,7,1,1,1,0.95,0.65
7605,0.184030119336742,0.230457971250339,2,0,49,0,0,1,45,0,1,1,0,0,0.3,0.05
7607,0.412039874924657,0.223484904259782,2,1,23,0,0,1,10,1,3,0,0,1,0.45,0.25
7615,0.355662427936319,0.240582117417823,2,0,34,0,0,0,129,1,1,0,0,1,0.15,0.05
7631,0.554901754124136,0.5308113475665,1,0,22,0,0,0,306,1,5,1,1,1,0.45,0.45
7636,0.240918540622815,0.276323239375949,2,1,38,0,0,0,151,0,2,0,0,1,0,0.15
7640,0.419820570681455,0.335114391377473,1,0,37,0,0,1,306,1,7,1,1,1,0.25,0.65
7652,0.689755510131965,0.659551920682196,2,0,25,0,0,8,172,1,8,1,1,1,0.7,0.75
7675,0.503640764048674,0.627081528093244,1,0,20,0,0,0,209,1,7,1,1,1,0.1,0.65
7678,0.74092731696319,0.80855535273218,2,0,28,0,2,7,306,1,7,1,1,1,0.8,0.65
7722,0.497651513695014,0.568779522223345,2,1,23,0,0,3,186,1,9,1,1,1,0.8,0.85
7723,0.494424254605443,0.378670975297366,3,0,24,0,0,0,57,1,2,0,0,1,0.4,0.15
7738,0.4337645511604,0.348766195188436,1,0,32,0,0,2,246,1,2,0,0,1,0.6,0.15
7754,0.468329531659774,0.587370834378029,1,0,25,0,0,2,128,0,4,1,0,0,0.9,0.35
7788,0.605387520611176,0.698206059344453,2,0,33,0,0,7,190,1,6,1,1,1,1,0.55
7807,0.770836356476292,0.719499746683791,1,0,34,0,0,13,190,1,8,1,1,1,1,0.75
7821,0.444680632736856,0.376093718301451,1,0,30,0,0,1,310,1,8,0,1,0,0.2,0.75
7830,0.372572350135951,0.534424415001038,2,1,31,0,0,2,21,1,5,1,1,1,0.65,0.45
7834,0.322193335304367,0.297777166232409,2,0,33,0,0,1,169,1,2,0,0,1,0.4,0.15
7840,0.524441933961609,0.56806548154052,1,0,22,0,0,1,190,1,2,0,0,1,0.7,0.15
7847,0.347241479320609,0.233557989683675,1,0,30,0,0,0,130,0,1,0,0,1,0.1,0.05
7868,0.257000314097032,0.203187186427473,2,1,37,0,0,0,190,1,3,0,0,1,0,0.25
7894,0.53983505388872,0.713058134173324,2,0,20,0,0,0,35,1,8,0,1,0,0.3,0.75
7897,0.303874187493413,0.223699629750886,1,1,24,0,0,0,45,0,5,1,1,1,0.1,0.45
7903,0.108825514199504,0.175274732427844,2,1,52,0,0,0,45,0,1,0,0,1,0.05,0.05
7914,0.145719296305323,0.165169062038742,1,0,55,0,0,0,133,0,1,0,0,1,0.15,0.05
7916,0.450664902080767,0.397736108931384,2,0,25,0,0,0,89,1,7,0,1,0,0.2,0.65
7920,0.484630424396141,0.534702288545551,2,0,22,0,0,0,289,1,4,0,0,1,0.25,0.35
7923,0.222107540995842,0.26129063194411,1,0,68,0,0,7,15,1,7,1,1,1,0.85,0.65
7930,0.572685889960737,0.808261175476358,1,0,22,0,0,5,45,0,5,1,1,1,1,0.45
7945,0.524536268813388,0.648776456071804,1,0,26,0,0,2,313,1,2,0,0,1,0.55,0.15
7948,0.428254614072233,0.40613045969255,2,0,27,0,0,0,89,1,6,0,1,0,0.2,0.55
7958,0.25888982017459,0.240045352937618,1,0,58,0,0,5,283,0,2,0,0,1,0.5,0.15
7962,0.170130184988604,0.195720874669811,2,1,41,0,0,0,18,1,1,0,0,1,0.1,0.05
7975,0.973392835006614,0.89460239881717,1,0,23,8,2,11,303,1,10,1,1,1,0.95,0.95
7985,0.339150879833365,0.189762585642646,2,0,35,0,0,0,319,1,4,0,0,1,0.15,0.35
7987,0.903775918659513,0.868840028394662,1,0,29,4,1,10,58,1,9,1,1,1,1,0.85
8000,0.379416431927397,0.225985048597496,2,1,26,0,0,1,10,1,3,1,0,0,0.65,0.25
8014,0.3883887633749,0.583843260567658,2,0,52,0,0,7,190,0,3,1,0,0,0.8,0.25
8036,0.261399755949847,0.224233646993477,3,0,42,0,0,1,128,0,1,0,0,1,0.45,0.05
8041,0.635248403427032,0.728266672446944,3,0,27,0,0,6,129,1,4,1,0,0,0.85,0.35
8045,0.687492995602786,0.81461275158894,1,0,23,0,0,6,297,1,9,1,1,1,0.95,0.85
8046,0.815128269559324,0.768013617186356,2,0,27,0,0,13,246,1,10,1,1,1,0.9,0.95
8054,0.249756922696334,0.33724815756308,2,0,53,0,0,5,49,1,4,0,0,1,0.7,0.35
8060,0.129179373043371,0.108717831441241,1,0,62,0,0,0,303,1,1,0,0,1,0.1,0.05
8099,0.337982438830684,0.336821266578535,1,0,28,0,0,0,45,0,1,0,0,1,0.25,0.05
8104,0.709368435682147,0.709192827225066,2,1,42,0,0,16,336,1,6,0,1,0,0.7,0.55
8107,0.179076003464177,0.166300672498632,1,1,49,0,0,1,208,0,1,0,0,1,0.05,0.05
8111,0.581658465000209,0.72256195611743,2,0,27,0,0,4,268,1,8,1,1,1,0.95,0.75
8118,0.47544976467224,0.40698959157001,2,0,34,0,0,4,283,0,6,0,1,0,0.55,0.55
8129,0.664889430756976,0.751769776559047,2,0,27,0,0,5,306,1,9,1,1,1,1,0.85
8140,0.926613664066007,0.92745872352906,2,0,31,3,0,16,129,1,10,1,1,1,1,0.95
8141,0.49877869717836,0.54901332006628,1,0,21,0,0,0,400,1,4,0,0,1,0.1,0.35
8149,0.534764038660664,0.707859883256933,1,0,27,0,0,3,423,0,3,0,0,1,0.8,0.25
8162,0.21206659858545,0.171792446759271,4,0,48,0,0,0,15,1,2,0,0,1,0.15,0.15
8171,0.285461028270443,0.158902029628193,1,0,38,0,0,0,374,0,2,0,0,1,0.1,0.15
8188,0.4585897069801,0.618648684224443,1,0,26,0,0,3,45,0,10,0,1,0,0.85,0.95
8191,0.416734985893973,0.602507744594136,2,0,21,0,0,0,49,1,4,0,0,1,0.25,0.35
8205,0.297116363822955,0.292134863957707,1,0,41,0,0,0,253,1,2,1,0,0,0.25,0.15
8207,0.40287511883625,0.515341611898195,1,0,31,0,0,3,45,0,2,1,0,0,0.8,0.15
8223,0.767328318915256,0.843527169367738,1,1,31,0,0,14,297,1,10,0,1,0,0.95,0.95
8239,0.658235921179003,0.761226733873336,2,0,28,0,0,7,190,1,10,0,1,0,1,0.95
8248,0.504960889328089,0.667020203388213,1,0,28,0,0,5,45,0,7,1,1,1,0.8,0.65
8253,0.327878992516318,0.250582713641211,2,0,29,0,0,0,45,0,3,0,0,1,0.05,0.25
8258,0.672006814376789,0.760299838683675,2,0,26,0,0,6,55,1,7,1,1,1,0.9,0.65
8259,0.117167634887836,0.152972034122026,2,0,58,0,0,0,169,1,1,0,0,1,0.05,0.05
8264,0.352692837399267,0.326410457660851,2,0,30,0,0,1,49,1,3,1,0,0,0.2,0.25
8267,0.321747425459109,0.22882557744677,2,0,46,0,0,3,371,1,3,1,0,0,0.8,0.25
8278,0.201528886462011,0.260312289106854,2,0,53,0,0,3,18,1,6,1,1,1,0.85,0.55
8285,0.607097906908658,0.68990577101915,2,0,28,0,0,8,45,0,6,1,1,1,1,0.55
8292,0.895271270571432,0.835948354082614,2,0,28,0,8,12,306,1,10,1,1,1,0.95,0.95
8306,0.74297562713049,0.661992659755717,2,0,43,0,0,15,337,0,9,1,1,1,1,0.85
8307,0.245038702877476,0.185818256601037,2,1,53,0,0,5,413,1,6,0,1,0,0.75,0.55
8308,0.690816026686467,0.813902746108161,2,0,27,1,0,6,203,1,7,1,1,1,0.85,0.65
8354,0.755826178112946,0.837002748388915,1,0,29,1,0,9,379,1,8,1,1,1,1,0.75
8355,0.478881181883686,0.477633463074161,2,0,28,0,0,2,246,1,4,0,0,1,0.65,0.35
8358,0.412266631354415,0.336428355670686,2,1,21,0,0,0,418,1,6,0,1,0,0.3,0.55
8379,0.0700194261440777,0.214598983784421,4,0,76,0,0,0,16,1,1,0,0,1,0.05,0.05
8403,0.515610874574478,0.732450187083336,2,0,19,0,0,0,336,1,4,1,0,0,0.25,0.35
8416,0.387668933093852,0.250464324893867,2,1,24,0,0,0,112,1,3,0,0,1,0.5,0.25
8438,0.730485862053209,0.769746078816071,1,1,34,0,0,12,306,1,10,1,1,1,0.75,0.95
8471,0.57445441459142,0.714490799206723,2,0,23,0,0,2,58,1,4,1,0,0,0.9,0.35
8479,0.319593331579277,0.292388698385413,2,0,47,0,0,4,172,1,4,1,0,0,0.7,0.35
8501,0.80047304203263,0.755467592525923,2,0,33,0,0,14,129,1,10,1,1,1,0.95,0.95
8517,0.390593067958478,0.37954006678435,2,0,23,0,0,0,45,0,3,1,0,0,0.15,0.25
8518,0.599749183634522,0.630053057777707,2,0,21,0,0,1,306,1,10,1,1,1,0.75,0.95
8526,0.35102053195333,0.183749464798828,2,1,26,0,0,0,342,0,9,0,1,0,0.4,0.85
8528,0.402301310988527,0.214758866623239,2,0,32,0,0,1,159,1,2,0,0,1,0.4,0.15
8530,0.19339702104784,0.209414846794304,3,0,45,0,0,0,169,1,1,0,0,1,0.15,0.05
8532,0.412130896318831,0.260188901527068,2,0,30,0,0,1,15,1,2,0,0,1,0.4,0.15
8534,0.494300320801024,0.548168836964184,1,1,44,0,0,10,171,1,5,1,1,1,1,0.45
8560,0.244575522015023,0.252780239423109,1,0,47,0,0,2,133,0,1,0,0,1,0.4,0.05
8563,0.445921269929471,0.299250529359237,3,0,27,0,0,1,239,0,2,0,0,1,0.25,0.15
8565,0.741526599972421,0.795583880342993,2,0,30,0,0,13,168,1,10,1,1,1,0.95,0.95
8613,0.37970117391963,0.396892242599001,1,0,33,0,0,2,133,0,2,0,0,1,0.4,0.15
8641,0.0671664329884671,0.260254809096225,1,0,77,0,0,1,134,0,1,0,0,1,0.1,0.05
8642,0.217190664547463,0.245048680637096,1,0,61,0,0,4,418,1,6,0,1,0,0.55,0.55
8681,0.750946783390861,0.781321113847164,2,0,33,0,0,12,379,1,9,1,1,1,1,0.85
8703,0.13096710857139,0.200577947417976,1,1,61,0,0,0,306,1,1,0,0,1,0.2,0.05
8705,0.607212219138211,0.718267064668021,2,1,22,0,0,4,306,1,9,1,1,1,0.85,0.85
8724,0.631614289291057,0.690890741106968,2,0,42,1,0,7,306,1,9,1,1,1,0.95,0.85
8728,0.303874187493413,0.223699629750886,1,1,24,0,0,0,45,0,6,0,1,0,0.1,0.55
8747,0.624187942932336,0.695190208433144,1,0,25,0,0,5,129,1,9,1,1,1,1,0.85
8761,0.425418929632019,0.530269348361074,1,0,32,0,0,4,45,0,2,1,0,0,0.95,0.15
8777,0.562819167753864,0.62072744354821,1,0,21,0,0,1,56,1,4,0,0,1,0.6,0.35
8791,0.257999010947306,0.21074364042112,1,1,29,0,0,0,45,0,6,0,1,0,0,0.55
8794,0.351504908600176,0.287487530467571,1,1,30,0,0,1,129,1,2,0,0,1,0.05,0.15
8827,0.613456917757018,0.697031454984195,3,0,26,0,0,5,129,1,3,0,0,1,0.65,0.25
8832,0.536256980262089,0.657301275349071,2,0,24,0,0,2,190,1,5,1,1,1,0.75,0.45
8835,0.497692449379196,0.436193361835532,2,0,29,0,0,3,283,0,1,0,0,1,0.65,0.05
8847,0.319028698074943,0.362537602184001,2,1,39,0,0,3,418,1,5,1,1,1,0.7,0.45
8863,0.555071653953728,0.697784080161682,3,0,31,0,0,5,89,1,6,1,1,1,0.9,0.55
8866,0.241322141920601,0.245774192563469,3,1,34,0,0,1,45,0,3,0,0,1,0.15,0.25
8867,0.691740072141015,0.794676939896367,1,0,24,0,0,6,58,1,10,0,1,0,0.85,0.95
8876,0.672434619036999,0.775622374983398,2,0,29,0,0,7,61,1,3,0,0,1,0.9,0.25
8881,0.354704023521128,0.313147411884938,2,0,40,0,0,0,306,1,10,1,1,1,0.1,0.95
8882,0.556835932411641,0.736783904258227,2,0,22,0,0,2,423,0,9,1,1,1,0.7,0.85
8885,0.456082926712416,0.594988345757769,2,0,22,0,1,1,49,1,8,1,1,1,0.6,0.75
8891,0.679455072315137,0.60464854691037,1,0,56,0,0,17,85,1,4,1,0,0,0.95,0.35
8905,0.146265925772201,0.189937338686712,1,0,52,0,0,0,45,0,1,0,0,1,0.05,0.05
8909,0.217295491332142,0.169576619024895,1,0,46,0,0,0,127,0,1,0,0,1,0.2,0.05
8924,0.465295392048993,0.459931872469009,2,0,27,0,0,1,21,1,4,1,0,0,0.1,0.35
8929,0.431967148530153,0.338303987501647,3,0,30,0,0,1,129,1,2,1,0,0,0.35,0.15
8938,0.127771057646616,0.175929806884404,2,1,48,0,0,0,45,0,5,0,1,0,0.2,0.45
8939,0.314001118476633,0.308602225640565,2,1,26,0,0,1,45,0,4,0,0,1,0.4,0.35
8962,0.29853565791568,0.215779687971684,1,0,32,0,0,0,45,0,3,0,0,1,0.05,0.25
8970,0.0827529959857224,0.25485058517115,1,0,69,0,0,0,128,0,1,1,0,0,0,0.05
9031,0.936008199537643,0.908813160711857,2,0,27,0,0,21,268,1,7,1,1,1,1,0.65
9040,0.454958803909742,0.509032249730745,2,0,34,0,0,3,21,1,1,0,0,1,0.55,0.05
9041,0.28819623832534,0.196193280426172,1,0,36,0,0,0,128,0,1,0,0,1,0.1,0.05
9045,0.243704087677777,0.243683445392165,1,0,46,0,0,0,190,1,5,0,1,0,0.15,0.45
9055,0.333492782383149,0.365333098951118,3,1,21,0,0,0,45,0,4,1,0,0,0.05,0.35
9072,0.454881657919933,0.493806858291008,2,0,37,0,0,4,94,0,7,1,1,1,0.55,0.65
9106,0.362460886765774,0.529051827301301,1,1,32,0,0,2,354,1,2,1,0,0,0.6,0.15
9129,0.428784424893971,0.589979657250684,2,0,26,0,0,2,18,1,6,0,1,0,0.75,0.55
9136,0.640802098794896,0.732920239912679,2,0,26,0,0,5,60,1,4,0,0,1,0.85,0.35
9150,0.595848825554824,0.700890878354643,1,0,21,0,2,2,315,1,9,1,1,1,0.85,0.85
9163,0.82037002624853,0.846119142079916,2,0,31,1,1,12,337,0,8,1,1,1,1,0.75
9165,0.444587230522639,0.365080775479162,2,0,26,0,0,0,190,1,9,0,1,0,0.15,0.85
